Mod:Item:MetaData, Localized Name
stevescarts:upgrade:7, Upgrade: Generic engine
stevescarts:upgrade:8, Upgrade: Module input
stevescarts:upgrade:9, Upgrade: Production line
stevescarts:upgrade:10, Upgrade: Cart Deployer
stevescarts:upgrade:11, Upgrade: Cart Modifier
stevescarts:upgrade:12, Upgrade: Cart Crane
stevescarts:upgrade:13, Upgrade: Redstone Control
stevescarts:upgrade:14, Upgrade: Creative Mode
stevescarts:upgrade:15, Upgrade: Quick Demolisher
stevescarts:upgrade:16, Upgrade: Entropy
stevescarts:upgrade:17, Upgrade: Manager Bridge
stevescarts:upgrade:18, Thermal Engine
stevescarts:upgrade:19, Upgrade: Solar Panel
stevescarts:blockjunction, Junction Rail
stevescarts:blockadvdetector, Advanced Detector Rail
stevescarts:blockmetalstorage:0, Reinforced Metal Block
stevescarts:blockmetalstorage:1, Galgadorian Block
stevescarts:blockmetalstorage:2, Enhanced Galgadorian Block
stevescarts:modularcart:0, Modular Cart
stevescarts:modulecomponents:0, Wooden Wheels
stevescarts:modulecomponents:1, Iron Wheels
stevescarts:modulecomponents:2, Red Pigment
stevescarts:modulecomponents:3, Green Pigment
stevescarts:modulecomponents:4, Blue Pigment
stevescarts:modulecomponents:5, Glass o'Magic
stevescarts:modulecomponents:6, Dynamite
stevescarts:modulecomponents:9, Simple PCB
stevescarts:modulecomponents:10, Graphical Interface
stevescarts:modulecomponents:11, Raw Handle
stevescarts:modulecomponents:12, Refined Handle
stevescarts:modulecomponents:13, Speed Handle
stevescarts:modulecomponents:14, Wheel
stevescarts:modulecomponents:15, Saw Blade
stevescarts:modulecomponents:16, Advanced PCB
stevescarts:modulecomponents:17, Wood Cutting Core
stevescarts:modulecomponents:18, Raw Hardener
stevescarts:modulecomponents:19, Refined Hardener
stevescarts:modulecomponents:20, Hardened Mesh
stevescarts:modulecomponents:21, Stabilized Metal
stevescarts:modulecomponents:22, Reinforced Metal
stevescarts:modulecomponents:23, Reinforced Wheels
stevescarts:modulecomponents:24, Pipe
stevescarts:modulecomponents:25, Shooting Station
stevescarts:modulecomponents:26, Entity Scanner
stevescarts:modulecomponents:27, Entity Analyzer
stevescarts:modulecomponents:28, Empty Disk
stevescarts:modulecomponents:29, Tri-torch
stevescarts:modulecomponents:30, Chest Pane
stevescarts:modulecomponents:31, Large Chest Pane
stevescarts:modulecomponents:32, Huge Chest Pane
stevescarts:modulecomponents:33, Chest Lock
stevescarts:modulecomponents:34, Iron Pane
stevescarts:modulecomponents:35, Large Iron Pane
stevescarts:modulecomponents:36, Huge Iron Pane
stevescarts:modulecomponents:37, Dynamic Pane
stevescarts:modulecomponents:38, Large Dynamic Pane
stevescarts:modulecomponents:39, Huge Dynamic Pane
stevescarts:modulecomponents:40, Cleaning Fan
stevescarts:modulecomponents:41, Cleaning Core
stevescarts:modulecomponents:42, Cleaning Tube
stevescarts:modulecomponents:43, Fuse
stevescarts:modulecomponents:44, Solar Panel
stevescarts:modulecomponents:45, Eye of Galgador
stevescarts:modulecomponents:46, Lump of Galgador
stevescarts:modulecomponents:47, Galgadorian Metal
stevescarts:modulecomponents:48, Large Lump of Galgador
stevescarts:modulecomponents:49, Enhanced Galgadorian Metal
stevescarts:modulecomponents:58, Advanced Solar Panel
stevescarts:modulecomponents:59, Blank Upgrade
stevescarts:modulecomponents:60, Tank Valve
stevescarts:modulecomponents:61, Tank Pane
stevescarts:modulecomponents:62, Large Tank Pane
stevescarts:modulecomponents:63, Huge Tank Pane
stevescarts:modulecomponents:64, Liquid Cleaning Core
stevescarts:modulecomponents:65, Liquid Cleaning Tube
stevescarts:modulecomponents:80, Hardened Saw Blade
stevescarts:modulecomponents:81, Galgadorian Saw Blade
stevescarts:modulecomponents:82, Galgadorian Wheels
stevescarts:modulecomponents:83, Iron Blade
stevescarts:modulecomponents:84, Blade Arm
stevescarts:cartmodule:0, Coal Engine
stevescarts:cartmodule:1, Solar Engine
stevescarts:cartmodule:2, Side Chests
stevescarts:cartmodule:3, Top Chest
stevescarts:cartmodule:4, Front Chest
stevescarts:cartmodule:5, Internal Storage
stevescarts:cartmodule:6, Extracting Chests
stevescarts:cartmodule:7, Torch Placer
stevescarts:cartmodule:8, Basic Drill
stevescarts:cartmodule:9, Galgadorian Drill
stevescarts:cartmodule:10, Railer
stevescarts:cartmodule:11, Large Railer
stevescarts:cartmodule:12, Bridge Builder
stevescarts:cartmodule:13, Track Remover
stevescarts:cartmodule:14, Basic Farmer
stevescarts:cartmodule:15, Basic Wood Cutter
stevescarts:cartmodule:16, Hydrator
stevescarts:cartmodule:18, Fertilizer
stevescarts:cartmodule:19, Height Controller
stevescarts:cartmodule:20, Liquid Sensors
stevescarts:cartmodule:21, Entity Detector: Animal
stevescarts:cartmodule:22, Entity Detector: Player
stevescarts:cartmodule:23, Entity Detector: Villager
stevescarts:cartmodule:24, Entity Detector: Monster
stevescarts:cartmodule:25, Seat
stevescarts:cartmodule:26, Brake Handle
stevescarts:cartmodule:27, Advanced Control System
stevescarts:cartmodule:28, Shooter
stevescarts:cartmodule:29, Advanced Shooter
stevescarts:cartmodule:30, Cleaning Machine
stevescarts:cartmodule:32, Divine Shield
stevescarts:cartmodule:33, Melter
stevescarts:cartmodule:34, Extreme Melter
stevescarts:cartmodule:36, Invisibility Core
stevescarts:cartmodule:37, Wooden Hull
stevescarts:cartmodule:38, Standard Hull
stevescarts:cartmodule:39, Reinforced Hull
stevescarts:cartmodule:40, Note Sequencer
stevescarts:cartmodule:41, Colorizer
stevescarts:cartmodule:42, Iron Drill
stevescarts:cartmodule:43, Hardened Drill
stevescarts:cartmodule:44, Tiny Coal Engine
stevescarts:cartmodule:45, Basic Solar Engine
stevescarts:cartmodule:51, Projectile: Potion
stevescarts:cartmodule:53, Projectile: Egg
stevescarts:cartmodule:56, Compact Solar Engine
stevescarts:cartmodule:57, Cage
stevescarts:cartmodule:58, Crop: Nether Wart
stevescarts:cartmodule:59, Firework display
stevescarts:cartmodule:62, Mechanical Pig
stevescarts:cartmodule:63, Internal Tank
stevescarts:cartmodule:64, Side Tanks
stevescarts:cartmodule:65, Top Tank
stevescarts:cartmodule:66, Advanced Tank
stevescarts:cartmodule:67, Front Tank
stevescarts:cartmodule:68, Incinerator
stevescarts:cartmodule:69, Thermal Engine
stevescarts:cartmodule:70, Advanced Thermal Engine
stevescarts:cartmodule:71, Liquid Cleaner
stevescarts:cartmodule:73, Open Tank
stevescarts:cartmodule:75, Drill Intelligence
stevescarts:cartmodule:77, Power Observer
stevescarts:cartmodule:78, Steve's Arcade
stevescarts:cartmodule:79, Hardened Wood Cutter
stevescarts:cartmodule:80, Galgadorian Wood Cutter
stevescarts:cartmodule:81, Galgadorian Hull
stevescarts:cartmodule:82, Enchanter
stevescarts:cartmodule:83, Ore Extractor
stevescarts:cartmodule:84, Galgadorian Farmer
stevescarts:cartmodule:85, Lawn Mower
stevescarts:cartmodule:86, Milker
stevescarts:cartmodule:87, Crafter
stevescarts:cartmodule:89, Planter Range Extender
stevescarts:cartmodule:91, Smelter
stevescarts:cartmodule:92, Advanced Crafter
stevescarts:cartmodule:93, Advanced Smelter
stevescarts:cartmodule:94, Information Provider
stevescarts:cartmodule:95, Experience Bank
stevescarts:cartmodule:99, Cake Server
stevescarts:cartmodule:101, Color Randomizer
stevescarts:cartmodule:102, Tree Tap Module
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
tallgates:tall_gate:0, Tall Oak Fence Gate
tallgates:tall_gate:1, Tall Spruce Fence Gate
tallgates:tall_gate:2, Tall Birch Fence Gate
tallgates:tall_gate:3, Tall Jungle Fence Gate
tallgates:tall_gate:4, Tall Dark Oak Fence Gate
tallgates:tall_gate:5, Tall Acacia Fence Gate
telepastries:nether_cake, Nether Cake
telepastries:end_cake, End Cake
telepastries:overworld_cake, Overworld Cake
telepastries:twilight_cake, Twilight Cake
telepastries:hunting_dimension_cake, Hunting Dimension Cake
thaumicaugmentation:vis_regenerator, Vis Regenerator
thaumicaugmentation:warded_chest, Warded Chest
thaumicaugmentation:temporary_light, Casted Light
thaumicaugmentation:stone:0, Void Stone
thaumicaugmentation:stone:1, Tainted Void Stone
thaumicaugmentation:stone:2, Tainted Void Stone Soil
thaumicaugmentation:stone:3, Ancient Runes
thaumicaugmentation:stone:4, Intricate Glyphed Stone
thaumicaugmentation:stone:5, Ancient Bricks
thaumicaugmentation:stone:6, Crusted Stone
thaumicaugmentation:stone:7, Glowing Crusted Stone
thaumicaugmentation:stone:8, Ancient Pillar
thaumicaugmentation:stone:9, Smooth Ancient Brick
thaumicaugmentation:stone:10, Ancient Cobblestone
thaumicaugmentation:stone:11, Ancient Lantern
thaumicaugmentation:arcane_trapdoor_wood, Greatwood Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_metal, Thaumium Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_silverwood, Silverwood Arcane Trapdoor
thaumicaugmentation:taint_flower, Tainted Flower
thaumicaugmentation:impetus_drainer, Impetus Drainer
thaumicaugmentation:impetus_relay, Impetus Relay
thaumicaugmentation:impetus_diffuser, Impetus Diffuser
thaumicaugmentation:impetus_matrix, Impetus Matrix
thaumicaugmentation:impetus_matrix_base, Impetus Matrix Base
thaumicaugmentation:rift_feeder, Flux Inducer
thaumicaugmentation:rift_mover_input, Metaspatial Accumulator
thaumicaugmentation:rift_mover_output, Metaspatial Extruder
thaumicaugmentation:void_recharge_pedestal, Void Recharge Pedestal
thaumicaugmentation:arcane_terraformer, Arcane Terraformer
thaumicaugmentation:rift_monitor, Extradimensional Monitor
thaumicaugmentation:impetus_generator, Impetus Generator
thaumicaugmentation:stability_field_generator, Stability Field Generator
thaumicaugmentation:impetus_gate, Impetus Gate
thaumicaugmentation:stairs_ancient, Ancient Stone Stairs
thaumicaugmentation:slab:0, Ancient Stone Tile Slab
thaumicaugmentation:stairs_eldritch_tile, Eldritch Stone Stairs
thaumicaugmentation:bars:0, Ancient Bars
thaumicaugmentation:fortified_glass, Fortified Glass
thaumicaugmentation:fortified_glass_pane, Fortified Glass Pane
thaumicaugmentation:starfield_glass:0, Starfield Glass (Rift)
thaumicaugmentation:starfield_glass:1, Starfield Glass (Dimensional Fracture)
thaumicaugmentation:starfield_glass:2, Starfield Glass (Magic Mirror)
thaumicaugmentation:capstone:0, Eldritch Capstone
thaumicaugmentation:capstone:1, Ancient Capstone
thaumicaugmentation:capstone:2, Eldritch Altar
thaumicaugmentation:capstone:3, Ancient Altar
thaumicaugmentation:strange_crystal, Strange Crystal
thaumicaugmentation:crab_vent, Crusted Opening
thaumicaugmentation:eldritch_lock:0, Eldritch Lock
thaumicaugmentation:eldritch_lock:1, Eldritch Lock
thaumicaugmentation:eldritch_lock:2, Eldritch Lock
thaumicaugmentation:eldritch_lock:3, Eldritch Lock
thaumicaugmentation:eldritch_lock_impetus, Eldritch Lock
thaumicaugmentation:button_greatwood, Greatwood Button
thaumicaugmentation:button_silverwood, Silverwood Button
thaumicaugmentation:button_arcane_stone, Arcane Stone Button
thaumicaugmentation:warded_button_greatwood, Greatwood Arcane Button
thaumicaugmentation:warded_button_silverwood, Silverwood Arcane Button
thaumicaugmentation:warded_button_arcane_stone, Arcane Stone Arcane Button
thaumicaugmentation:pressure_plate_greatwood, Greatwood Pressure Plate
thaumicaugmentation:pressure_plate_silverwood, Silverwood Pressure Plate
thaumicaugmentation:pressure_plate_arcane_stone, Arcane Stone Pressure Plate
thaumicaugmentation:warded_pressure_plate_greatwood, Greatwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_silverwood, Silverwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_arcane_stone, Arcane Stone Arcane Pressure Plate
thaumicaugmentation:urn:0, Common Urn
thaumicaugmentation:urn:1, Uncommon Urn
thaumicaugmentation:urn:2, Rare Urn
thaumicaugmentation:gauntlet:0, Thaumium Caster's Gauntlet
thaumicaugmentation:gauntlet:1, Voidseer Caster's Gauntlet
thaumicaugmentation:material:0, Vis Regeneration Lattice
thaumicaugmentation:material:1, Warding Sigil
thaumicaugmentation:material:2, Amalgamated Gear
thaumicaugmentation:material:3, Impetus Cell
thaumicaugmentation:material:4, Harness Base
thaumicaugmentation:material:5, Impetus Jewel
thaumicaugmentation:seal_copier, Seal Copier
thaumicaugmentation:arcane_door:0, Greatwood Arcane Door
thaumicaugmentation:arcane_door:1, Thaumium Arcane Door
thaumicaugmentation:arcane_door:2, Silverwood Arcane Door
thaumicaugmentation:key:0, Iron Key
thaumicaugmentation:key:1, Brass key
thaumicaugmentation:key:2, Thaumium Key
thaumicaugmentation:void_boots, Void Thaumaturge Boots
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:augment_caster_rift_energy_storage, Impetus Conductor
thaumicaugmentation:fracture_locator:0, Fracture Locator
thaumicaugmentation:augment_builder_power:0, Modifier: Experience
thaumicaugmentation:augment_builder_power:0, Modifier: Elemental
thaumicaugmentation:augment_builder_power:0, Modifier: Overworld
thaumicaugmentation:augment_builder_power:0, Modifier: Nether
thaumicaugmentation:augment_builder_power:0, Modifier: The End
thaumicaugmentation:augment_builder_power:0, Modifier: Emptiness
thaumicaugmentation:augment_builder_power:0, Modifier: Frenzy
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Focus Power
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Cast Speed
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Vis Discount
thaumicaugmentation:morphic_tool, Morphic Tool
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:rift_jar:0, Reinforced Jar
thaumicaugmentation:rift_jar:0, Rift in a Jar
thaumicaugmentation:impetus_mirror:0, Impetus Mirror
thaumicaugmentation:impetus_linker:0, Impetus Resonator
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
